[2026-06-19 20:11:13]: NEW PENDING PROCESS: PID=51331 | powershell.exe | USER:Artemis UID:4086 | P=18
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=86240 | control.exe | USER:Demeter UID:1507 | P=52
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=77920 | docker.exe | USER:Zeus UID:25 | P=133
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=41565 | wmic.exe | USER:Poseidon UID:56 | P=114
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=48543 | netstat.exe | USER:Hermes UID:642 | P=101
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=71820 | powershell.exe | USER:Hermes UID:642 | P=69
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=72823 | python.exe | USER:Athena UID:314 | P=228
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=41819 | control.exe | USER:Artemis UID:4086 | P=50
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=13819 | services.exe | USER:Hera UID:87 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=70068 | cmd.exe | USER:Ares UID:98 | P=52
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=38562 | ping.exe | USER:Zeus UID:25 | P=195
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=43540 | java.exe | USER:Hermes UID:642 | P=84
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=16134 | ftp.exe | USER:Hades UID:219 | P=114
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=33542 | ipconfig.exe | USER:Hermes UID:642 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=16877 | control.exe | USER:Athena UID:314 | P=130
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=53001 | regedit.exe | USER:Hera UID:87 | P=165
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=46763 | calc.exe | USER:Ares UID:98 | P=66
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=35631 | control.exe | USER:Poseidon UID:56 | P=83
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=46971 | powershell.exe | USER:Hera UID:87 | P=163
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=69350 | gradle.exe | USER:Hades UID:219 | P=54
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=8609 | ping.exe | USER:Poseidon UID:56 | P=98
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=1703 | explorer.exe | USER:Apollo UID:731 | P=54
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=38015 | notepad.exe | USER:Athena UID:314 | P=195
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=6285 | python.exe | USER:Hades UID:219 | P=67
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=84214 | java.exe | USER:Athena UID:314 | P=130
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=58127 | notepad.exe | USER:Apollo UID:731 | P=66
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=75184 | diskpart.exe | USER:Hermes UID:642 | P=84
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=48527 | ping.exe | USER:Prometheus UID:1024 | P=196
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=97741 | node.exe | USER:Demeter UID:1507 | P=66
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=77463 | ping.exe | USER:Demeter UID:1507 | P=116
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=75314 | powershell.exe | USER:Prometheus UID:1024 | P=134
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=1587 | python.exe | USER:Prometheus UID:1024 | P=226
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=10756 | ping.exe | USER:Prometheus UID:1024 | P=130
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=64800 | ipconfig.exe | USER:Ares UID:98 | P=56
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=15706 | node.exe | USER:Apollo UID:731 | P=54
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=34327 | explorer.exe | USER:Athena UID:314 | P=130
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=63086 | wmic.exe | USER:Hera UID:87 | P=98
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=21277 | node.exe | USER:Hermes UID:642 | P=50
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=66956 | mvn.exe | USER:Hades UID:219 | P=101
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=87060 | control.exe | USER:Apollo UID:731 | P=66
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=92844 | ssh.exe | USER:Artemis UID:4086 | P=114
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=85743 | python.exe | USER:Hades UID:219 | P=83
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=83746 | docker.exe | USER:Apollo UID:731 | P=118
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=47012 | ssh.exe | USER:Ares UID:98 | P=115
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=1103 | services.exe | USER:Apollo UID:731 | P=52
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=81634 | wmic.exe | USER:Poseidon UID:56 | P=84
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=29898 | node.exe | USER:Artemis UID:4086 | P=114
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=51022 | docker.exe | USER:Hades UID:219 | P=101
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=80835 | calc.exe | USER:Ares UID:98 | P=117
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=65503 | python.exe | USER:Ares UID:98 | P=56
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=29769 | regedit.exe | USER:Zeus UID:25 | P=102
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=71085 | powershell.exe | USER:Athena UID:314 | P=165
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=12580 | ssh.exe | USER:Demeter UID:1507 | P=52
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=76353 | chrome.exe | USER:Demeter UID:1507 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=43550 | services.exe | USER:Apollo UID:731 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=72684 | wmic.exe | USER:Hera UID:87 | P=163
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=89747 | powershell.exe | USER:Artemis UID:4086 | P=117
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=49905 | ipconfig.exe | USER:Ares UID:98 | P=67
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=58442 | java.exe | USER:Prometheus UID:1024 | P=102
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=77259 | calc.exe | USER:Apollo UID:731 | P=66
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=7208 | taskmgr.exe | USER:Apollo UID:731 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=74448 | taskmgr.exe | USER:Artemis UID:4086 | P=84
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=95762 | notepad.exe | USER:Artemis UID:4086 | P=101
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=90715 | netstat.exe | USER:Hermes UID:642 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=45317 | wmic.exe | USER:Hermes UID:642 | P=50
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=8152 | ping.exe | USER:Poseidon UID:56 | P=52
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=5613 | diskpart.exe | USER:Ares UID:98 | P=54
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=86221 | python.exe | USER:Hera UID:87 | P=226
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=70763 | ssh.exe | USER:Hera UID:87 | P=162
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=43386 | regedit.exe | USER:Hermes UID:642 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=39398 | powershell.exe | USER:Apollo UID:731 | P=69
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=18477 | taskmgr.exe | USER:Hades UID:219 | P=99
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=93398 | powershell.exe | USER:Apollo UID:731 | P=114
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=26352 | calc.exe | USER:Cronos UID:333 | P=69
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=12706 | cmd.exe | USER:Zeus UID:25 | P=195
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=50484 | wmic.exe | USER:Prometheus UID:1024 | P=226
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=11419 | control.exe | USER:Poseidon UID:56 | P=101
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=69086 | ssh.exe | USER:Ares UID:98 | P=70
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=54777 | cmd.exe | USER:Apollo UID:731 | P=69
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=11670 | java.exe | USER:Zeus UID:25 | P=228
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=46962 | cmd.exe | USER:Zeus UID:25 | P=194
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=76610 | chrome.exe | USER:Prometheus UID:1024 | P=226
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=57955 | diskpart.exe | USER:Hera UID:87 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=64492 | diskpart.exe | USER:Hades UID:219 | P=102
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=83846 | notepad.exe | USER:Prometheus UID:1024 | P=130
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=87045 | java.exe | USER:Ares UID:98 | P=99
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=71800 | diskpart.exe | USER:Apollo UID:731 | P=69
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=70298 | java.exe | USER:Zeus UID:25 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=79203 | ssh.exe | USER:Prometheus UID:1024 | P=98
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=18149 | node.exe | USER:Hades UID:219 | P=83
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=89824 | ping.exe | USER:Prometheus UID:1024 | P=196
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=47741 | ping.exe | USER:Artemis UID:4086 | P=118
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=33828 | calc.exe | USER:Hera UID:87 | P=199
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=69645 | services.exe | USER:Zeus UID:25 | P=228
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=11182 | control.exe | USER:Zeus UID:25 | P=130
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=56115 | control.exe | USER:Athena UID:314 | P=226
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=7502 | regedit.exe | USER:Poseidon UID:56 | P=84
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=6329 | notepad.exe | USER:Poseidon UID:56 | P=114
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=70278 | node.exe | USER:Demeter UID:1507 | P=66
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=85101 | mvn.exe | USER:Cronos UID:333 | P=69
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=59967 | docker.exe | USER:Hera UID:87 | P=131
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=55191 | mvn.exe | USER:Ares UID:98 | P=67
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=31625 | java.exe | USER:Ares UID:98 | P=99
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=50072 | mvn.exe | USER:Athena UID:314 | P=197
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=30420 | notepad.exe | USER:Zeus UID:25 | P=162
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=5825 | explorer.exe | USER:Poseidon UID:56 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=37437 | netstat.exe | USER:Ares UID:98 | P=98
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=53568 | powershell.exe | USER:Prometheus UID:1024 | P=131
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=21948 | explorer.exe | USER:Cronos UID:333 | P=52
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=31829 | mvn.exe | USER:Hera UID:87 | P=227
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=91924 | calc.exe | USER:Cronos UID:333 | P=84
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=28624 | netstat.exe | USER:Zeus UID:25 | P=131
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=52589 | cmd.exe | USER:Hermes UID:642 | P=54
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=92717 | notepad.exe | USER:Poseidon UID:56 | P=70
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=20455 | control.exe | USER:Demeter UID:1507 | P=54
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=37456 | services.exe | USER:Hera UID:87 | P=196
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=23093 | diskpart.exe | USER:Zeus UID:25 | P=133
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=81510 | services.exe | USER:Prometheus UID:1024 | P=130
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=48718 | ftp.exe | USER:Hera UID:87 | P=226
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=37243 | ipconfig.exe | USER:Hades UID:219 | P=82
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=95746 | diskpart.exe | USER:Ares UID:98 | P=99
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=95506 | notepad.exe | USER:Hades UID:219 | P=85
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=40845 | taskmgr.exe | USER:Zeus UID:25 | P=164
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=32785 | diskpart.exe | USER:Hermes UID:642 | P=84
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=49389 | explorer.exe | USER:Artemis UID:4086 | P=67
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=25813 | java.exe | USER:Prometheus UID:1024 | P=196
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=49164 | regedit.exe | USER:Ares UID:98 | P=83
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=40486 | git.exe | USER:Ares UID:98 | P=84
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=43816 | control.exe | USER:Demeter UID:1507 | P=99
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=10631 | node.exe | USER:Hera UID:87 | P=98
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=85022 | gradle.exe | USER:Apollo UID:731 | P=98
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=23755 | wmic.exe | USER:Ares UID:98 | P=67
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=49395 | services.exe | USER:Zeus UID:25 | P=197
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=70521 | control.exe | USER:Cronos UID:333 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=64188 | netstat.exe | USER:Hermes UID:642 | P=83
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=94010 | ftp.exe | USER:Zeus UID:25 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=31840 | ssh.exe | USER:Zeus UID:25 | P=102
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=84132 | java.exe | USER:Hades UID:219 | P=70
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=41107 | git.exe | USER:Hades UID:219 | P=101
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=7816 | ftp.exe | USER:Cronos UID:333 | P=115
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=64623 | taskmgr.exe | USER:Athena UID:314 | P=226
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=72506 | calc.exe | USER:Zeus UID:25 | P=131
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=43416 | python.exe | USER:Apollo UID:731 | P=84
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=86476 | docker.exe | USER:Zeus UID:25 | P=131
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=2285 | chrome.exe | USER:Prometheus UID:1024 | P=98
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=98860 | regedit.exe | USER:Hera UID:87 | P=195
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=48276 | control.exe | USER:Demeter UID:1507 | P=114
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=75445 | chrome.exe | USER:Artemis UID:4086 | P=67
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=92604 | services.exe | USER:Demeter UID:1507 | P=115
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=62411 | diskpart.exe | USER:Demeter UID:1507 | P=67
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=83169 | explorer.exe | USER:Hermes UID:642 | P=83
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=57433 | regedit.exe | USER:Artemis UID:4086 | P=99
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=86130 | node.exe | USER:Prometheus UID:1024 | P=133
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=79989 | mvn.exe | USER:Zeus UID:25 | P=163
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=99708 | gradle.exe | USER:Prometheus UID:1024 | P=162
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=23001 | ftp.exe | USER:Athena UID:314 | P=98
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=61260 | explorer.exe | USER:Hera UID:87 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=86510 | wmic.exe | USER:Poseidon UID:56 | P=114
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=69686 | diskpart.exe | USER:Poseidon UID:56 | P=54
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=87844 | mvn.exe | USER:Ares UID:98 | P=66
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=50995 | notepad.exe | USER:Hera UID:87 | P=102
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=41232 | powershell.exe | USER:Demeter UID:1507 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=45373 | ipconfig.exe | USER:Hera UID:87 | P=229
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=87838 | ping.exe | USER:Apollo UID:731 | P=101
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=49223 | chrome.exe | USER:Demeter UID:1507 | P=84
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=50169 | taskmgr.exe | USER:Demeter UID:1507 | P=70
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=1596 | notepad.exe | USER:Prometheus UID:1024 | P=226
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=75375 | explorer.exe | USER:Prometheus UID:1024 | P=130
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=89843 | netstat.exe | USER:Prometheus UID:1024 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=75318 | ipconfig.exe | USER:Hera UID:87 | P=197
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=26181 | node.exe | USER:Hades UID:219 | P=69
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=19831 | ping.exe | USER:Hermes UID:642 | P=67
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=7568 | services.exe | USER:Ares UID:98 | P=52
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=73318 | powershell.exe | USER:Poseidon UID:56 | P=117
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=76993 | wmic.exe | USER:Poseidon UID:56 | P=98
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=59857 | calc.exe | USER:Athena UID:314 | P=196
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=57864 | git.exe | USER:Artemis UID:4086 | P=116
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=28368 | ssh.exe | USER:Ares UID:98 | P=66
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=57463 | python.exe | USER:Hermes UID:642 | P=83
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=45983 | taskmgr.exe | USER:Poseidon UID:56 | P=116
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=86847 | node.exe | USER:Athena UID:314 | P=196
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=2640 | cmd.exe | USER:Hades UID:219 | P=54
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=69545 | netstat.exe | USER:Artemis UID:4086 | P=67
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=94643 | explorer.exe | USER:Apollo UID:731 | P=99
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=65657 | powershell.exe | USER:Cronos UID:333 | P=115
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=13618 | node.exe | USER:Hades UID:219 | P=83
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=61408 | ssh.exe | USER:Prometheus UID:1024 | P=196
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=62562 | chrome.exe | USER:Hera UID:87 | P=196
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=51331 | powershell.exe | USER:Artemis UID:4086 | P=83
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=47122 | services.exe | USER:Hermes UID:642 | P=85
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=57160 | powershell.exe | USER:Apollo UID:731 | P=115
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=19520 | taskmgr.exe | USER:Zeus UID:25 | P=131
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=69402 | netstat.exe | USER:Ares UID:98 | P=117
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=54724 | gradle.exe | USER:Zeus UID:25 | P=163
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=55995 | ftp.exe | USER:Prometheus UID:1024 | P=133
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=11014 | cmd.exe | USER:Hades UID:219 | P=84
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=83656 | ssh.exe | USER:Artemis UID:4086 | P=52
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=24752 | ssh.exe | USER:Zeus UID:25 | P=166
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=36887 | docker.exe | USER:Hades UID:219 | P=50
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=68906 | netstat.exe | USER:Ares UID:98 | P=50
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=99038 | cmd.exe | USER:Hermes UID:642 | P=117
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=96813 | gradle.exe | USER:Demeter UID:1507 | P=66
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=53121 | docker.exe | USER:Ares UID:98 | P=117
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=58698 | taskmgr.exe | USER:Athena UID:314 | P=98
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=24741 | control.exe | USER:Demeter UID:1507 | P=66
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=55956 | mvn.exe | USER:Zeus UID:25 | P=227
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=74438 | ping.exe | USER:Hera UID:87 | P=163
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=91329 | ssh.exe | USER:Poseidon UID:56 | P=66
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=43803 | ping.exe | USER:Artemis UID:4086 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=27505 | chrome.exe | USER:Hera UID:87 | P=130
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=43451 | cmd.exe | USER:Hera UID:87 | P=228
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=62192 | notepad.exe | USER:Apollo UID:731 | P=66
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=77653 | chrome.exe | USER:Ares UID:98 | P=100
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=76208 | ftp.exe | USER:Cronos UID:333 | P=69
[2026-06-19 22:04:01]: NEW PENDING PROCESS: PID=27009 | ping.exe | USER:Athena UID:314 | P=100
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=94876 | cmd.exe | USER:Zeus UID:25 | P=163
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=19491 | control.exe | USER:Ares UID:98 | P=115
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=73893 | ping.exe | USER:Hera UID:87 | P=198
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=82095 | regedit.exe | USER:Cronos UID:333 | P=66
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=84665 | control.exe | USER:Demeter UID:1507 | P=83
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=30125 | control.exe | USER:Cronos UID:333 | P=83
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=17696 | netstat.exe | USER:Artemis UID:4086 | P=50
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=77055 | wmic.exe | USER:Hades UID:219 | P=50
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=31700 | cmd.exe | USER:Ares UID:98 | P=67
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=68843 | notepad.exe | USER:Zeus UID:25 | P=133
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=28110 | java.exe | USER:Apollo UID:731 | P=117
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=70368 | ftp.exe | USER:Apollo UID:731 | P=52
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=2455 | ipconfig.exe | USER:Zeus UID:25 | P=100
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=13200 | ipconfig.exe | USER:Athena UID:314 | P=162
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=69281 | ipconfig.exe | USER:Artemis UID:4086 | P=82
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=23926 | wmic.exe | USER:Zeus UID:25 | P=194
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=74200 | services.exe | USER:Hera UID:87 | P=102
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=73480 | docker.exe | USER:Zeus UID:25 | P=227
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=19399 | ssh.exe | USER:Apollo UID:731 | P=83
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=69372 | ssh.exe | USER:Hades UID:219 | P=85
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=50849 | ipconfig.exe | USER:Hermes UID:642 | P=54
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=25776 | git.exe | USER:Ares UID:98 | P=101
[2026-06-19 22:04:02]: NEW PENDING PROCESS: PID=88525 | regedit.exe | USER:Hermes UID:642 | P=56
